model,file_name,item_number,formula
gpt2-large,reflexive_src_masc.json,8,( 5.143589496612549 < 5.534721851348877 ) & ( 7.452183723449707 < 7.331607818603516 )
gpt2-large,reflexive_src_masc.json,9,( 9.862710952758789 < 8.745372772216797 ) & ( 9.80026626586914 < 8.340726852416992 )
gpt2-large,reflexive_src_masc.json,11,( 1.6864421367645264 < 4.0222368240356445 ) & ( 4.920803546905518 < 4.140826225280762 )
gpt2-large,reflexive_src_masc.json,15,( 6.28157901763916 < 6.380978584289551 ) & ( 8.37037181854248 < 7.788545608520508 )
gpt2-large,reflexive_src_masc.json,16,( 4.1558966636657715 < 3.8380613327026367 ) & ( 6.321459770202637 < 6.021337509155273 )
gpt2-large,reflexive_src_masc.json,18,( 1.667203664779663 < 4.021839141845703 ) & ( 4.783919334411621 < 4.322397232055664 )
gpt2-large,number_orc.json,2,(12.457839012145996 < 10.760913848876953) & (10.472785949707031 < 11.340169906616211)
gpt2-large,number_orc.json,3,(14.671302795410156 < 13.907756805419922) & (13.46577262878418 < 15.338958740234375)
gpt2-large,number_orc.json,5,(12.273754119873047 < 6.797823429107666) & (6.773614883422852 < 13.020854949951172)
gpt2-large,number_orc.json,9,(4.20131254196167 < 2.3549861907958984) & (2.2228968143463135 < 4.319891929626465)
gpt2-large,number_orc.json,15,(11.827654838562012 < 10.549542427062988) & (10.55971622467041 < 12.784306526184082)
gpt2-large,number_orc.json,16,(11.553131103515625 < 9.696978569030762) & (8.135706901550293 < 9.164822578430176)
gpt2-large,number_orc.json,17,(12.851444244384766 < 8.615377426147461) & (8.697879791259766 < 14.32201099395752)
gpt2-large,reflexive_orc_masc.json,5,( 2.8525333404541016 < 2.5225396156311035 ) & ( 7.151958465576172 < 8.938552856445312 )
gpt2-large,reflexive_orc_masc.json,6,( 7.187239646911621 < 6.531724452972412 ) & ( 2.2408666610717773 < 4.44793701171875 )
gpt2-large,reflexive_orc_masc.json,8,( 5.971708297729492 < 5.365415573120117 ) & ( 6.662163257598877 < 7.348568439483643 )
gpt2-large,reflexive_orc_masc.json,9,( 4.786520004272461 < 7.0416646003723145 ) & ( 9.409258842468262 < 8.244776725769043 )
gpt2-large,number_prep.json,2,(13.320581436157227 < 12.175321578979492) & (11.533337593078613 < 12.021151542663574)
gpt2-large,number_prep.json,5,(9.820823669433594 < 8.319425582885742) & (8.123714447021484 < 11.855330467224121)
gpt2-large,number_prep.json,17,(10.472518920898438 < 8.531717300415039) & (8.4640531539917 < 12.187456130981445)
gpt2-large,fgd_object.json,16,(13.53304135799408 > 10.084394693374634 ) & (4.246111869812012 < 3.778578042984009 ) 
gpt2-large,npz_ambig_mod.json,19,(10.390881538391113 > 7.546570777893066 ) &  (10.390881538391113 > 10.641523361206055 )  & ((10.390881538391113 - 7.546570777893066 ) > (10.641523361206055 - 7.102596759796143 ))
gpt2-large,center_embed_mod.json,27,( 10.179471969604492 + 9.464290618896484 ) < ( 8.884810447692871 + 10.601655960083008 )
gpt2-large,center_embed_mod.json,28,( 7.741546154022217 + 10.581644058227539 ) < ( 8.90546989440918 + 8.175543785095215 )
gpt2-large,number_src.json,3,(11.221052169799805 < 10.780932426452637) & (11.716775894165039 < 12.775328636169434)
gpt2-large,number_src.json,5,(11.76486873626709 < 7.001743316650391) & (7.233809947967529 < 13.239089012145996)
gpt2-large,number_src.json,17,(11.282179832458496 < 7.719179153442383) & (8.03059196472168 < 13.623368263244629)
gpt2-large,number_src.json,19,(5.220515727996826 < 5.277345180511475) & (6.318079948425293 < 5.979730606079102)
gpt2-large,reflexive_orc_fem.json,1,( 6.243973255157471 < 4.355935096740723 ) & ( 3.9618778228759766 < 6.805835723876953 )
gpt2-large,reflexive_orc_fem.json,5,( 4.096095085144043 < 2.5225396156311035 ) & ( 7.459014892578125 < 10.444184303283691 )
gpt2-large,reflexive_orc_fem.json,6,( 8.609024047851562 < 6.531724452972412 ) & ( 2.2408666610717773 < 4.807537078857422 )
gpt2-large,reflexive_orc_fem.json,7,( 9.421455383300781 < 8.022115707397461 ) & ( 0.47432583570480347 < 6.443519592285156 )
gpt2-large,reflexive_orc_fem.json,8,( 7.128096580505371 < 5.365415573120117 ) & ( 6.662163257598877 < 7.470795154571533 )
gpt2-large,reflexive_orc_fem.json,10,( 9.163612365722656 < 8.202346801757812 ) & ( 4.26884651184082 < 6.8119049072265625 )
gpt2-large,reflexive_orc_fem.json,11,( 4.6481781005859375 < 3.605983018875122 ) & ( 4.26930570602417 < 7.613744258880615 )
gpt2-large,reflexive_orc_fem.json,13,( 9.256227493286133 < 5.725186347961426 ) & ( 2.0221567153930664 < 5.097662925720215 )
gpt2-large,reflexive_orc_fem.json,14,( 6.767585754394531 < 6.673273086547852 ) & ( 0.9242869019508362 < 7.304422378540039 )
gpt2-large,reflexive_orc_fem.json,15,( 9.655221939086914 < 6.147154808044434 ) & ( 7.002338409423828 < 10.040958404541016 )
gpt2-large,reflexive_orc_fem.json,16,( 9.28397274017334 < 6.836548328399658 ) & ( 6.103837490081787 < 8.220184326171875 )
gpt2-large,reflexive_orc_fem.json,17,( 10.481302261352539 < 9.28933048248291 ) & ( 4.390458106994629 < 7.785199165344238 )
gpt2-large,reflexive_orc_fem.json,19,( 2.6473302841186523 < 2.6030054092407227 ) & ( 7.995596885681152 < 9.71412181854248 )
gpt2-large,fgd_pp.json,6,(11.882669448852539 > 12.477904200553894 ) & (17.29815149307251 < 18.547690272331238 ) 
gpt2-medium,fgd_hierarchy.json,1,(11.03126722574234 >  12.130244016647339) & (10.433262348175049 <  16.74800443649292)
gpt2-medium,fgd_hierarchy.json,4,(7.134671926498413 >  7.5394986271858215) & (8.54397851228714 <  15.026899099349976)
gpt2-medium,fgd_hierarchy.json,11,(7.49347186088562 >  7.5363593101501465) & (8.04883325099945 <  10.155927658081055)
gpt2-medium,fgd_hierarchy.json,19,(10.397953391075134 >  10.992496132850647) & (11.959629237651825 <  12.826160430908203)
gpt2-medium,fgd_hierarchy.json,23,(14.757057905197144 >  15.07199478149414) & (14.262544393539429 <  20.74677735567093)
gpt2-medium,subordination_src-src.json,16,(8.068235397338867 > 8.144621849060059 ) & (30.283740282058716 < 38.881853088736534 )
gpt2-medium,reflexive_src_fem.json,1,( 6.797735214233398 < 5.739889144897461 ) & ( 3.9708540439605713 < 7.024503707885742 )
gpt2-medium,reflexive_src_fem.json,2,( 7.054407119750977 < 6.713785171508789 ) & ( 5.237481117248535 < 6.920601844787598 )
gpt2-medium,reflexive_src_fem.json,5,( 4.482945442199707 < 3.0908632278442383 ) & ( 7.828238487243652 < 10.383383750915527 )
gpt2-medium,reflexive_src_fem.json,6,( 9.23633098602295 < 7.107856273651123 ) & ( 0.6772247552871704 < 5.413293361663818 )
gpt2-medium,reflexive_src_fem.json,7,( 9.013786315917969 < 7.672272205352783 ) & ( 0.4888380169868469 < 6.731767654418945 )
gpt2-medium,reflexive_src_fem.json,9,( 10.218491554260254 < 8.295868873596191 ) & ( 10.821968078613281 < 11.847770690917969 )
gpt2-medium,reflexive_src_fem.json,13,( 7.915504455566406 < 6.681304931640625 ) & ( 0.08682136237621307 < 6.518523216247559 )
gpt2-medium,reflexive_src_fem.json,14,( 7.500626564025879 < 6.85378360748291 ) & ( 1.1687915325164795 < 6.87967586517334 )
gpt2-medium,reflexive_src_fem.json,15,( 9.470431327819824 < 7.9928765296936035 ) & ( 6.107137680053711 < 8.52482795715332 )
gpt2-medium,reflexive_src_fem.json,16,( 6.929205417633057 < 5.843161106109619 ) & ( 7.603865623474121 < 9.126616477966309 )
gpt2-medium,reflexive_src_fem.json,19,( 3.5533037185668945 < 2.411118507385254 ) & ( 7.055365085601807 < 10.559370040893555 )
gpt2-medium,reflexive_prep_fem.json,1,( 6.444925308227539 < 6.063776016235352 ) & ( 2.486253023147583 < 6.317536354064941 )
gpt2-medium,reflexive_prep_fem.json,2,( 9.607137680053711 < 8.205228805541992 ) & ( 8.072607040405273 < 7.503087997436523 )
gpt2-medium,reflexive_prep_fem.json,5,( 3.2291650772094727 < 3.1486711502075195 ) & ( 0.46353262662887573 < 5.770565986633301 )
gpt2-medium,reflexive_prep_fem.json,6,( 7.72390079498291 < 7.354561805725098 ) & ( 6.636674404144287 < 9.263727188110352 )
gpt2-medium,reflexive_prep_fem.json,7,( 8.814398765563965 < 8.589873313903809 ) & ( 9.827882766723633 < 10.671655654907227 )
gpt2-medium,reflexive_prep_fem.json,13,( 8.128321647644043 < 7.844676494598389 ) & ( 7.048994064331055 < 9.927396774291992 )
gpt2-medium,reflexive_prep_fem.json,16,( 7.748290538787842 < 7.387588024139404 ) & ( 6.388106346130371 < 7.792067527770996 )
gpt2-medium,reflexive_prep_fem.json,17,( 9.599668502807617 < 9.449445724487305 ) & ( 7.639473915100098 < 10.178956031799316 )
gpt2-medium,fgd-embed3.json,4,(6.24782919883728>6.2965943813323975) & (12.374695897102356<13.65078341960907)
gpt2-medium,fgd-embed3.json,6,(11.684980392456055>11.696844100952148) & (15.942312002182007<16.283120155334473)
gpt2-medium,fgd-embed3.json,9,(8.413269996643066>9.059895992279053) & (12.316209077835083<12.17672610282898)
gpt2-medium,fgd-embed3.json,10,(7.51043176651001>7.646277189254761) & (9.026190042495728<11.563580751419067)
gpt2-medium,fgd-embed3.json,11,(5.3152923583984375>5.7203850746154785) & (19.573794841766357<20.00801134109497)
gpt2-medium,fgd-embed3.json,12,(11.281858921051025>7.2074456214904785) & (11.75975215435028<11.581069469451904)
gpt2-medium,fgd-embed3.json,14,(10.0155930519104>10.346129417419434) & (12.972460269927979<13.402217864990234)
gpt2-medium,fgd-embed3.json,16,(12.95370864868164>13.855379819869995) & (9.557300090789795<10.564573049545288)
gpt2-medium,subordination.json,12,(10.566728591918945 > 10.738832473754883 ) & (24.81441986747086 < 33.848340436816216 )
gpt2-medium,subordination.json,16,(9.991142272949219 > 10.74055004119873 ) & (29.026099927723408 < 38.737938955426216 )
gpt2-medium,reflexive_prep_masc.json,2,( 7.900632858276367 < 8.205228805541992 ) & ( 8.072607040405273 < 5.983388900756836 )
gpt2-medium,reflexive_prep_masc.json,7,( 7.594122886657715 < 8.589873313903809 ) & ( 9.827882766723633 < 8.252717971801758 )
gpt2-medium,reflexive_prep_masc.json,9,( 3.9320220947265625 < 7.300804138183594 ) & ( 4.885571002960205 < 4.410641193389893 )
gpt2-medium,reflexive_prep_masc.json,14,( 4.857572078704834 < 7.447194576263428 ) & ( 6.59175968170166 < 6.586945533752441 )
gpt2-medium,reflexive_prep_masc.json,16,( 4.803771495819092 < 7.387588024139404 ) & ( 6.388106346130371 < 5.079298973083496 )
gpt2-medium,fgd_subject.json,4,(13.454652309417725 > 14.639960289001465 ) & (7.797470569610596 < 11.554526329040527 ) 
gpt2-medium,fgd_subject.json,5,(17.62986135482788 > 18.35086441040039 ) & (7.513413429260254 < 14.41312026977539 ) 
gpt2-medium,fgd_subject.json,6,(12.909242630004883 > 14.448480606079102 ) & (10.275273323059082 < 13.938745498657227 ) 
gpt2-medium,fgd_subject.json,8,(10.583232402801514 > 8.0286386013031 ) & (17.94621181488037 < 16.87983512878418 ) 
gpt2-medium,fgd_subject.json,9,(15.397845268249512 > 16.17168617248535 ) & (12.574701309204102 < 16.003704071044922 ) 
gpt2-medium,fgd_subject.json,10,(13.296384334564209 > 14.702824831008911 ) & (12.476251125335693 < 19.428110361099243 ) 
gpt2-medium,fgd_subject.json,11,(6.107399940490723 > 6.930096387863159 ) & (4.796535968780518 < 11.51498031616211 ) 
gpt2-medium,fgd_subject.json,12,(7.227180004119873 > 8.028210878372192 ) & (7.637635231018066 < 11.92501449584961 ) 
gpt2-medium,fgd_subject.json,24,(14.985536575317383 > 15.150364875793457 ) & (6.186502933502197 < 10.950739860534668 ) 
gpt2-medium,mvrr.json,5,(6.653265953063965 > 3.9615044593811035) & (6.653265953063965 > 6.653265953063965) & ((6.653265953063965 - 3.9615044593811035) > (6.653265953063965 - 3.9615044593811035))
gpt2-medium,mvrr.json,12,(15.996192932128906 > 10.47067928314209) & (15.996192932128906 > 15.650876998901367) & ((15.996192932128906 - 10.47067928314209) > (15.650876998901367 - 10.12156867980957))
gpt2-medium,mvrr.json,14,(16.11332130432129 > 14.276368141174316) & (16.11332130432129 > 14.905095100402832) & ((16.11332130432129 - 14.276368141174316) > (14.905095100402832 - 10.59924602508545))
gpt2-medium,mvrr.json,16,(9.067037582397461 > 9.572985649108887) & (9.067037582397461 > 11.754213333129883) & ((9.067037582397461 - 9.572985649108887) > (11.754213333129883 - 10.59697151184082))
gpt2-medium,mvrr.json,17,(9.179984092712402 > 2.3340976238250732) & (9.179984092712402 > 9.224568367004395) & ((9.179984092712402 - 2.3340976238250732) > (9.224568367004395 - 2.4068968296051025))
gpt2-medium,mvrr.json,19,(13.201424598693848 > 12.067619323730469) & (13.201424598693848 > 11.488630294799805) & ((13.201424598693848 - 12.067619323730469) > (11.488630294799805 - 10.199334144592285))
gpt2-medium,mvrr.json,20,(13.631893157958984 > 13.424819946289062) & (13.631893157958984 > 14.025411605834961) & ((13.631893157958984 - 13.424819946289062) > (14.025411605834961 - 13.101725578308105))
gpt2-medium,npz_ambig.json,22,(8.289139747619629 > 6.971925735473633 ) &  (8.289139747619629 > 8.181743621826172 )  & ((8.289139747619629 - 6.971925735473633 ) > (8.181743621826172 - 6.747373580932617 ))
gpt2-medium,mvrr_mod.json,5,(6.511449813842773 > 2.242224931716919) & (6.511449813842773 > 6.511449813842773) & ((6.511449813842773 - 2.242224931716919) > (6.511449813842773 - 2.242224931716919))
gpt2-medium,mvrr_mod.json,14,(16.735225677490234 > 13.678205490112305) & (16.735225677490234 > 15.644658088684082) & ((16.735225677490234 - 13.678205490112305) > (15.644658088684082 - 11.120223999023438))
gpt2-medium,mvrr_mod.json,16,(8.033435821533203 > 8.372042655944824) & (8.033435821533203 > 10.909031867980957) & ((8.033435821533203 - 8.372042655944824) > (10.909031867980957 - 8.29615306854248))
gpt2-medium,mvrr_mod.json,17,(8.64760971069336 > 1.7622259855270386) & (8.64760971069336 > 8.864571571350098) & ((8.64760971069336 - 1.7622259855270386) > (8.864571571350098 - 2.082347869873047))
gpt2-medium,mvrr_mod.json,19,(12.45450496673584 > 11.518635749816895) & (12.45450496673584 > 11.702751159667969) & ((12.45450496673584 - 11.518635749816895) > (11.702751159667969 - 10.656227111816406))
gpt2-medium,center_embed.json,27,( 11.068697929382324 + 11.101032257080078 ) < ( 9.340365409851074 + 11.358611106872559 )
gpt2-medium,fgd-embed4.json,3,(8.07511043548584>8.085469722747803) & (13.078187465667725<12.917049884796143)
gpt2-medium,fgd-embed4.json,4,(6.663698434829712>6.79482889175415) & (12.419843196868896<12.856319427490234)
gpt2-medium,fgd-embed4.json,8,(6.171495199203491>6.372608661651611) & (21.4725284576416<21.72553578019142)
gpt2-medium,fgd-embed4.json,9,(8.469913482666016>9.078083992004395) & (13.685487985610962<13.58576887845993)
gpt2-medium,fgd-embed4.json,10,(7.6850426197052>7.7702202796936035) & (8.936577558517456<10.129731178283691)
gpt2-medium,fgd-embed4.json,11,(4.631170868873596>4.940777659416199) & (18.30024290084839<18.339603424072266)
gpt2-medium,fgd-embed4.json,12,(10.378437995910645>9.22019100189209) & (11.140552163124084<10.797330617904663)
gpt2-medium,fgd-embed4.json,15,(11.649373531341553>11.901265144348145) & (7.8065513372421265<7.832182824611664)
gpt2-medium,fgd-embed4.json,16,(13.769726037979126>14.4505033493042) & (10.615520238876343<11.374222993850708)
gpt2-medium,reflexive_src_masc.json,4,( 0.9779346585273743 < 4.12613582611084 ) & ( 6.124520301818848 < 5.538590431213379 )
gpt2-medium,reflexive_src_masc.json,6,( 7.758025646209717 < 7.107856273651123 ) & ( 0.6772247552871704 < 4.705468654632568 )
gpt2-medium,reflexive_src_masc.json,9,( 7.87722110748291 < 8.295868873596191 ) & ( 10.821968078613281 < 8.708580017089844 )
gpt2-medium,reflexive_src_masc.json,11,( 0.8218622207641602 < 3.55135440826416 ) & ( 5.03358268737793 < 4.953474044799805 )
gpt2-medium,reflexive_src_masc.json,16,( 3.9071412086486816 < 5.843161106109619 ) & ( 7.603865623474121 < 6.266013145446777 )
gpt2-medium,reflexive_src_masc.json,18,( 0.664033055305481 < 3.43727970123291 ) & ( 5.8892621994018555 < 5.598109245300293 )
gpt2-medium,subordination_pp-pp.json,16,(8.05724811553955 > 8.271773338317871 ) & (29.062636455520988 < 36.209966130554676 )
gpt2-medium,number_orc.json,1,(2.678941488265991 < 2.5311295986175537) & (2.1956541538238525 < 3.8441221714019775)
gpt2-medium,number_orc.json,2,(10.659849166870117 < 10.261335372924805) & (10.123238563537598 < 12.609452247619629)
gpt2-medium,number_orc.json,3,(14.469282150268555 < 14.10517692565918) & (14.36023235321045 < 15.244868278503418)
gpt2-medium,number_orc.json,5,(12.10671615600586 < 7.142246246337891) & (6.94877815246582 < 13.071237564086914)
gpt2-medium,number_orc.json,9,(3.0613772869110107 < 2.7417361736297607) & (2.1332783699035645 < 6.545715808868408)
gpt2-medium,number_orc.json,16,(9.321160316467285 < 8.277947425842285) & (7.946037292480469 < 9.461372375488281)
gpt2-medium,number_orc.json,17,(12.006806373596191 < 8.905320167541504) & (8.620144844055176 < 13.172207832336426)
gpt2-medium,number_orc.json,18,(12.286232948303223 < 11.313096046447754) & (10.342665672302246 < 12.202170372009277)
gpt2-medium,reflexive_orc_masc.json,6,( 7.144736289978027 < 7.028326988220215 ) & ( 0.4955313801765442 < 4.3126702308654785 )
gpt2-medium,reflexive_orc_masc.json,8,( 5.033766746520996 < 4.972891807556152 ) & ( 6.08899450302124 < 7.492917537689209 )
gpt2-medium,reflexive_orc_masc.json,9,( 2.648703098297119 < 5.324018955230713 ) & ( 9.101602554321289 < 7.502870559692383 )
gpt2-medium,reflexive_orc_masc.json,16,( 2.519171953201294 < 4.68247127532959 ) & ( 6.07385778427124 < 5.7487006187438965 )
gpt2-medium,number_prep.json,2,(12.42173957824707 < 12.059282302856445) & (10.676283836364746 < 11.157652854919434)
gpt2-medium,number_prep.json,5,(9.641103744506836 < 7.540640354156494) & (6.669980049133301 < 11.579045295715332)
gpt2-medium,number_prep.json,17,(9.259986877441406 < 8.383918762207031) & (7.283073425292969 < 12.147102355957031)
gpt2-medium,fgd_object.json,7,(11.53564453125 > 5.8152947425842285 ) & (4.293134689331055 < 3.8853657245635986 ) 
gpt2-medium,npz_ambig_mod.json,1,(11.3272705078125 > 5.966308116912842 ) &  (11.3272705078125 > 11.538847923278809 )  & ((11.3272705078125 - 5.966308116912842 ) > (11.538847923278809 - 5.512224197387695 ))
gpt2-medium,npz_ambig_mod.json,20,(13.892457008361816 > 8.830041885375977 ) &  (13.892457008361816 > 14.213048934936523 )  & ((13.892457008361816 - 8.830041885375977 ) > (14.213048934936523 - 8.773787498474121 ))
gpt2-medium,npz_ambig_mod.json,22,(9.350590705871582 > 8.269279479980469 ) &  (9.350590705871582 > 11.048949241638184 )  & ((9.350590705871582 - 8.269279479980469 ) > (11.048949241638184 - 8.23029899597168 ))
gpt2-medium,center_embed_mod.json,3,( 10.154311180114746 + 7.166523456573486 ) < ( 7.335600852966309 + 9.498138427734375 )
gpt2-medium,center_embed_mod.json,4,( 5.872251510620117 + 11.748743057250977 ) < ( 6.723020553588867 + 10.8909330368042 )
gpt2-medium,center_embed_mod.json,27,( 11.804361343383789 + 11.5463285446167 ) < ( 10.378061294555664 + 11.865457534790039 )
gpt2-medium,number_src.json,3,(12.02041244506836 < 11.681774139404297) & (12.06924819946289 < 12.553569793701172)
gpt2-medium,number_src.json,5,(10.61117935180664 < 7.379657745361328) & (7.010906219482422 < 12.276107788085938)
gpt2-medium,number_src.json,15,(7.615969657897949 < 9.073046684265137) & (9.022354125976562 < 8.252235412597656)
gpt2-medium,number_src.json,17,(10.540678977966309 < 7.605170249938965) & (7.503622055053711 < 12.842519760131836)
gpt2-medium,reflexive_orc_fem.json,1,( 5.5214033126831055 < 4.3056745529174805 ) & ( 3.812950849533081 < 6.033524513244629 )
gpt2-medium,reflexive_orc_fem.json,4,( 3.7478690147399902 < 3.740598201751709 ) & ( 2.121699333190918 < 7.829760551452637 )
gpt2-medium,reflexive_orc_fem.json,5,( 3.7295584678649902 < 2.384244441986084 ) & ( 6.560171604156494 < 9.855810165405273 )
gpt2-medium,reflexive_orc_fem.json,6,( 8.890929222106934 < 7.028326988220215 ) & ( 0.4955313801765442 < 5.468668460845947 )
gpt2-medium,reflexive_orc_fem.json,7,( 8.844114303588867 < 7.800939559936523 ) & ( 0.5104390382766724 < 6.347818374633789 )
gpt2-medium,reflexive_orc_fem.json,8,( 6.030730247497559 < 4.972891807556152 ) & ( 6.08899450302124 < 8.219579696655273 )
gpt2-medium,reflexive_orc_fem.json,11,( 3.210655450820923 < 2.4443743228912354 ) & ( 1.9345479011535645 < 5.7354817390441895 )
gpt2-medium,reflexive_orc_fem.json,13,( 10.202274322509766 < 8.511646270751953 ) & ( 0.26855581998825073 < 5.615174293518066 )
gpt2-medium,reflexive_orc_fem.json,15,( 6.539093494415283 < 4.115173816680908 ) & ( 6.070965766906738 < 9.508191108703613 )
gpt2-medium,reflexive_orc_fem.json,16,( 4.691115379333496 < 4.68247127532959 ) & ( 6.07385778427124 < 8.128331184387207 )
gpt2-medium,reflexive_orc_fem.json,17,( 9.10708999633789 < 8.925609588623047 ) & ( 3.812544345855713 < 7.623877048492432 )
gpt2-medium,reflexive_orc_fem.json,19,( 2.82755184173584 < 2.550002098083496 ) & ( 7.359348773956299 < 9.72787857055664 )
gpt2-medium,fgd_pp.json,6,(13.681286334991455 > 14.155129313468933 ) & (18.142092674970627 < 18.324532628059387 ) 
gpt2,fgd_hierarchy.json,1,(12.615431308746338 >  12.671784043312073) & (12.0694979429245 <  16.668846130371094)
gpt2,fgd_hierarchy.json,4,(8.459064960479736 >  8.922878623008728) & (9.288722097873688 <  15.995319604873657)
gpt2,fgd_hierarchy.json,7,(16.501981735229492 >  14.033236980438232) & (15.638992309570312 <  14.690183162689209)
gpt2,fgd_hierarchy.json,8,(12.623222827911377 >  10.07493543624878) & (12.694581985473633 <  12.668458461761475)
gpt2,fgd_hierarchy.json,11,(8.494145631790161 >  8.53967809677124) & (8.962857246398926 <  9.609899401664734)
gpt2,fgd_hierarchy.json,12,(12.794657051563263 >  13.694188416004181) & (11.933585345745087 <  12.075281620025635)
gpt2,fgd_hierarchy.json,15,(9.914276123046875 >  9.97989273071289) & (7.625664234161377 <  10.29552936553955)
gpt2,fgd_hierarchy.json,19,(9.54602324962616 >  9.843887150287628) & (9.688100516796112 <  10.299277305603027)
gpt2,fgd_hierarchy.json,23,(14.800115406513214 >  14.96500962972641) & (14.997169017791748 <  20.18565285205841)
gpt2,subordination_src-src.json,7,(8.789329528808594 > 8.976678848266602 ) & (32.29282069206238 < 36.49618721008301 )
gpt2,subordination_src-src.json,9,(8.819220542907715 > 9.268505096435547 ) & (42.811152786016464 < 48.041797533631325 )
gpt2,subordination_src-src.json,10,(8.345651626586914 > 8.372922897338867 ) & (24.218839049339294 < 32.60475993156433 )
gpt2,subordination_src-src.json,19,(8.344318389892578 > 8.467981338500977 ) & (38.074880838394165 < 43.479949712753296 )
gpt2,reflexive_src_fem.json,1,( 7.017341613769531 < 4.9386749267578125 ) & ( 2.620457649230957 < 6.168911933898926 )
gpt2,reflexive_src_fem.json,2,( 8.022444725036621 < 7.794676780700684 ) & ( 3.9932925701141357 < 6.510558128356934 )
gpt2,reflexive_src_fem.json,5,( 3.5138297080993652 < 2.3034567832946777 ) & ( 7.844115257263184 < 10.165236473083496 )
gpt2,reflexive_src_fem.json,6,( 8.711942672729492 < 6.229108810424805 ) & ( 1.5484672784805298 < 4.547635555267334 )
gpt2,reflexive_src_fem.json,7,( 7.378979682922363 < 5.475125312805176 ) & ( 0.5851439237594604 < 4.2710418701171875 )
gpt2,reflexive_src_fem.json,8,( 5.392115592956543 < 4.040667533874512 ) & ( 6.378496170043945 < 6.858781814575195 )
gpt2,reflexive_src_fem.json,9,( 10.992653846740723 < 8.457932472229004 ) & ( 7.734799385070801 < 10.29638385772705 )
gpt2,reflexive_src_fem.json,10,( 7.898499011993408 < 7.350296497344971 ) & ( 3.7804646492004395 < 5.891350269317627 )
gpt2,reflexive_src_fem.json,11,( 3.975947380065918 < 2.3192625045776367 ) & ( 2.6269941329956055 < 6.756922721862793 )
gpt2,reflexive_src_fem.json,13,( 7.4555559158325195 < 6.519719123840332 ) & ( 0.7684388160705566 < 4.822256565093994 )
gpt2,reflexive_src_fem.json,14,( 6.270101070404053 < 5.68768835067749 ) & ( 0.9512585401535034 < 4.069300651550293 )
gpt2,reflexive_src_fem.json,15,( 7.952588081359863 < 6.700833320617676 ) & ( 6.63839864730835 < 8.15892219543457 )
gpt2,reflexive_src_fem.json,16,( 9.883973121643066 < 7.339249610900879 ) & ( 6.389654159545898 < 10.250692367553711 )
gpt2,reflexive_src_fem.json,17,( 8.109859466552734 < 7.540416717529297 ) & ( 1.5082677602767944 < 6.54022741317749 )
gpt2,reflexive_src_fem.json,18,( 2.5439953804016113 < 2.4092602729797363 ) & ( 6.41966438293457 < 9.17582893371582 )
gpt2,reflexive_src_fem.json,19,( 4.77419900894165 < 1.6934036016464233 ) & ( 6.630622386932373 < 8.479873657226562 )
gpt2,npi_src_any.json,1,( 6.104998588562012 < 7.694272994995117 ) & ( 2.1635589599609375 < 3.3042173385620117 ) & ( 6.104998588562012 < 3.3042173385620117 )
gpt2,npi_src_any.json,2,( 6.387626647949219 < 7.531416416168213 ) & ( 1.2424277067184448 < 3.667048454284668 ) & ( 6.387626647949219 < 3.667048454284668 )
gpt2,npi_src_any.json,3,( 6.325287818908691 < 7.672328948974609 ) & ( 2.8453400135040283 < 6.02921199798584 ) & ( 6.325287818908691 < 6.02921199798584 )
gpt2,npi_src_any.json,7,( 5.832921504974365 < 8.474376678466797 ) & ( 1.7675544023513794 < 5.1311936378479 ) & ( 5.832921504974365 < 5.1311936378479 )
gpt2,npi_src_any.json,11,( 4.723934173583984 < 7.883049488067627 ) & ( 3.3882367610931396 < 3.316617965698242 ) & ( 4.723934173583984 < 3.316617965698242 )
gpt2,npi_src_any.json,14,( 5.278372287750244 < 7.586080551147461 ) & ( 2.0382866859436035 < 2.723236083984375 ) & ( 5.278372287750244 < 2.72323608398437 5.278372287750244 < 2.723236083984375 )
gpt2,npi_src_any.json,15,( 6.995627403259277 < 8.479982376098633 ) & ( 3.302330255508423 < 6.966825485229492 ) & ( 6.995627403259277 < 6.966825485229492 )
gpt2,npi_src_any.json,16,( 5.826660633087158 < 6.104795932769775 ) & ( 3.1813879013061523 < 4.852558135986328 ) & ( 5.826660633087158 < 4.852558135986328 )
gpt2,npi_src_any.json,19,( 6.777268409729004 < 7.583386421203613 ) & ( 4.434014797210693 < 5.976255416870117 ) & ( 6.777268409729004 < 5.976255416870117 )
gpt2,npi_src_any.json,26,( 6.478187561035156 < 7.204286575317383 ) & ( 3.1096367835998535 < 3.0560238361358643 ) & ( 6.478187561035156 < 3.0560238361358643 )
gpt2,npi_src_any.json,29,( 4.385697364807129 < 5.228114604949951 ) & ( 2.4660067558288574 < 4.169161319732666 ) & ( 4.385697364807129 < 4.169161319732666 )
gpt2,npi_src_any.json,32,( 6.29036283493042 < 7.539273262023926 ) & ( 3.386962890625 < 5.341635704040527 ) & ( 6.29036283493042 < 5.341635704040527 )
gpt2,npi_src_any.json,34,( 1.7668464183807373 < 6.21965217590332 ) & ( 0.8744603395462036 < 0.7645219564437866 ) & ( 1.7668464183807373 < 0.7645219564437866 )
gpt2,npi_src_any.json,35,( 6.585808277130127 < 7.285686016082764 ) & ( 3.9134979248046875 < 6.33891487121582 ) & ( 6.585808277130127 < 6.33891487121582 )
